OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS,SHAPE
3455277,04092110120,Wildwood Forest Elem. Sch. Cafeteria,8401 Wildwood Forest Dr ,,RALEIGH,NC,27616-5700,(919) 713-0600 ext. 24271,1999/08/13 04:00:00+00,Public School Lunchrooms,1947,-78.55112466,35.89352164,M,
3455278,04092011955,Pam's Farmhouse Restaurant,5111 Western BLVD ,,RALEIGH,NC,27603,(919) 859-9990,1996/11/07 05:00:00+00,Restaurant,1948,-78.7118452,35.78599159,M,
3455279,04092090009,Morrisville Meals On Wheels,922 CHURCH ST,,MORRISVILLE,NC,27560-8729,(919) 467-7186,1994/06/29 04:00:00+00,Elderly Nutrition Sites (catered),1985,-78.84266258,35.85142882,M,
3455280,04092110099,Oak Grove Elem. Sch Cafeteria,10401 Penny Rd,,RALEIGH,NC,27606,(919) 387-4490 ext. 22932,1995/07/21 04:00:00+00,Public School Lunchrooms,1993,-78.78318493,35.7136031,M,
3455281,04092110097,Davis Drive Middle Sch. Cafeteria,2101 DAVIS DR,,CARY,NC,27519-9276,(919) 387-3038,1995/05/01 04:00:00+00,Public School Lunchrooms,2042,-78.85122642,35.77869302,M,
3455282,04092090012,Pine Acres Meals On Wheels,402 MCLEAN ST ,,FUQUAY VARINA,NC,27526-1640,(919) 552-5825,1998/07/02 04:00:00+00,Elderly Nutrition Sites (catered),2089,-78.80691385,35.59304997,M,
3455283,04092110100,Weatherstone Elem. Sch. Cafeteria,1000 Olde Weatherstone Way ,,CARY,NC,27513,(919) 380-6985,1995/09/05 04:00:00+00,Public School Lunchrooms,1996,-78.81014084,35.79244392,M,
3455284,04092010872,Wake Med Kitchen,3000 NEW BERN AVE,,RALEIGH,NC,27610-1231,(919) 350-8042,1992/02/12 05:00:00+00,Restaurant,2110,-78.58796431,35.78391192,M,
3455285,04092011062,Char-Grill,4617 Atlantic Ave,,RALEIGH,NC,27604-8103,(919) 954-9556,1992/03/10 04:00:00+00,Restaurant,2132,-78.60292756,35.84801798,M,
3455286,04092020400,Capital Creations Pizza,1842 Wake Forest Rd ,,RALEIGH,NC,27606,(919) 836-8000,1992/02/19 05:00:00+00,Food Stand,2121,-78.62435857,35.80561958,M,
3455287,04092011060,Olive Garden,1809 WALNUT ST ,,CARY,NC,27511-9201,(919) 233-9714,1992/03/26 04:00:00+00,Restaurant,2139,-78.74263886,35.76053784,M,
3455288,04092011061,Chick-fil-A,1815 WALNUT ST ,,CARY,NC,27511-9201,(919) 233-1691,1992/03/24 04:00:00+00,Restaurant,2140,-78.74236687,35.76001626,M,
3455289,04092013841,Humble Pie,317 S Harrington St ,,RALEIGH,NC,27603,(919) 829-9222,2003/07/02 04:00:00+00,Restaurant,2157,-78.64497597,35.77631676,M,
3455290,04092021208,Turn House,5107 Linksland Dr ,,HOLLY SPRINGS,NC,27540,(919) 557-6100,2003/07/11 04:00:00+00,Food Stand,2161,-78.80138176,35.65562662,M,
3455291,04092013867,Chili's Grill And Bar #953,8341 Brier Creek Pky,,RALEIGH,NC,27617,(919) 405-7100,2003/07/25 04:00:00+00,Restaurant,2168,-78.78491351,35.90773457,M,
3455292,04092160042,Cary Health & Rehab Food Service,6590 Tryon Rd ,,CARY,NC,27511,(919) 851-8000,2003/06/13 04:00:00+00,Institutional Food Service,2181,-78.76593661,35.74356552,M,
3455293,04092012858,Wang's Kitchen,3416 POOLE RD ,,RALEIGH,NC,27610-2918,(919) 250-0902,1999/01/19 05:00:00+00,Restaurant,2183,-78.57953442,35.76724484,M,
3455294,04092011977,Honeybaked Ham Company,423 CROSSROADS BLVD ,,CARY,NC,27511-6896,(919) 854-1222,1996/11/22 05:00:00+00,Restaurant,2191,-78.73871469,35.76064643,M,
3455295,04092011046,CHILIS BAR AND GRILL,6324 GLENWOOD AVE ,,RALEIGH,NC,27612-2618,(919) 571-3600,1992/06/05 04:00:00+00,Restaurant,2258,-78.70465562,35.85833232,M,
3455296,04092011132,Bojangles,1400 N Main ST ,,FUQUAY VARINA,NC,27526-8901,(919) 557-0749,1992/08/10 04:00:00+00,Restaurant,2295,-78.77334769,35.59221963,M,
3455297,04092110092,West Lake Middle Sch. Cafeteria,4600 W LAKE RD,YEAR ROUND,APEX,NC,27539-7657,(919) 662-2917,1992/07/01 04:00:00+00,Public School Lunchrooms,2273,-78.76184994,35.66034086,M,
3455298,04092011070,OUTBACK STEAKHOUSE #3440,7500 CREEDMOOR RD ,,RALEIGH,NC,27613-1641,(919) 846-3848,1992/08/10 04:00:00+00,Restaurant,2298,-78.67923546,35.8882399,M,
3455299,04092110089,Creech Road Elem. Cafeteria,450 CREECH RD ,,GARNER,NC,27529-2908,(919) 662-2359 ext. 25081,1992/09/10 04:00:00+00,Public School Lunchrooms,2321,-78.59989423,35.71498152,M,
3455300,04092020813,Papa Johns Pizza #1625,6510 GLENWOOD AVE ,,RALEIGH,NC,27612-7156,(919) 786-9900,1997/07/27 04:00:00+00,Food Stand,2377,-78.70609953,35.8607444,M,
3455301,04092020817,"Lowes Foods # 162 Meat, Seafood, and Sausages",6430 TRYON RD ,,CARY,NC,27511-7050,(919) 859-9335,1997/09/11 04:00:00+00,Food Stand,2392,-78.76155635,35.7455991,M,
3455302,04092020819,Papa John's Pizza #1406,109 Vandora Springs RD ,,GARNER,NC,27529,(919) 661-0707,1997/10/31 04:00:00+00,Food Stand,2397,-78.6202989,35.7117131,M,
3455303,04092020857,Sam's Club #6570 Deli,3001 Calvary DR ,,RALEIGH,NC,27604-2801,(919) 874-0112,1998/12/18 05:00:00+00,Food Stand,2400,-78.58500532,35.84648891,M,
3455304,04092013857,KFC/Taco Bell Of Zebulon,161 Wakelon Dr,,ZEBULON,NC,27597,(919) 404-1701,2003/07/18 04:00:00+00,Restaurant,2420,-78.31472948,35.8334114,M,
3455305,04092160041,Rex Nursing Care Of Apex Food Service,911 S Hughes St ,,APEX,NC,27502,(919) 363-6011,2003/06/17 04:00:00+00,Institutional Food Service,2407,-78.84777199,35.71882461,M,
3455306,04092110136,Fuquay Varina Middle Sch. Cafet.,109 N Ennis St ,,FUQUAY VARINA,NC,27526,(919) 557-2727 ext. 24113,1986/04/30 04:00:00+00,Public School Lunchrooms,2434,-78.79387135,35.58581397,M,
3455307,04092013864,Moe's Southwest Grill,6679 Falls Of Neuse RD ,,RALEIGH,NC,27615,(919) 846-9274,2003/07/29 04:00:00+00,Restaurant,2425,-78.62444739,35.87396657,M,
3455308,04092110135,Myrtle Underwood Elem.Sch.Cafeteria,1614 Glenwood Ave,,RALEIGH,NC,27608,(919) 856-7663 ext. 21070,2003/08/04 04:00:00+00,Public School Lunchrooms,2435,-78.64518389,35.80234417,M,
3455309,04092013869,The Cheesecake Factory,4325 Glenwood Ave ,Suite 2086,RALEIGH,NC,27612,(919) 781-0050,2003/08/08 04:00:00+00,Restaurant,2437,-78.67900996,35.83931725,M,
3455310,04092110138,Cary Elementary Cafeteria,400 Kildaire Farm Rd ,,CARY,NC,27511,(919) 460-3455 ext. 26759,2003/08/07 04:00:00+00,Public School Lunchrooms,2438,-78.78170918,35.78101518,M,
3455311,04092110143,Cedar Fork Elementary Cafeteria,1050 Town Hall Dr,,MORRISVILE,NC,27560,(919) 388-5240 ext. 26727,2004/03/15 04:00:00+00,Public School Lunchrooms,2459,-78.839481,35.83720175,M,
3455312,04092014001,Logan's Roadhouse,1000 Timber DR E ,,GARNER,NC,27529,(919) 329-9340,2004/03/05 05:00:00+00,Restaurant,2464,-78.58103133,35.68893435,M,
3455313,04092050025,North Raleigh Christian Academy School Lunchroom,7300 Perry Creek Rd,,RALEIGH,NC,27616,(919) 573-7900,2004/03/11 05:00:00+00,Private School Lunchrooms,2468,-78.54259566,35.88061824,M,
3455314,04092014002,OUTBACK STEAKHOUSE #3467,845 US 70 HWY W ,,GARNER,NC,27529,(919) 329-9211,2004/03/04 05:00:00+00,Restaurant,2469,-78.62906965,35.7128921,M,
3455315,04092014006,Subway #28785,10450-101 Durant Rd,,RALEIGH,NC,27614,(919) 844-1207,2004/03/25 04:00:00+00,Restaurant,2476,-78.58889189,35.90512431,M,
3455316,04092011923,Pauls Cash Grocery &Services,7301 POOLE RD,,RALEIGH,NC,27610-9366,(919) 266-2624,1996/08/28 04:00:00+00,Restaurant,2519,-78.51574535,35.75588542,M,
3455317,04092011895,Fiesta Mexicana,2839 Jones Franklin RD ,,RALEIGH,NC,27606-4346,(919) 859-1303,1996/07/03 04:00:00+00,Restaurant,2521,-78.7377362,35.74360868,M,
3455318,04092011740,Burger King #9246,3500 POOLE RD ,,RALEIGH,NC,27610-2904,(919) 231-3008,1995/10/03 04:00:00+00,Restaurant,2571,-78.57713899,35.76737783,M,
3455319,04092012179,Chick-fil-A #00678,2720 TIMBER DR ,,GARNER,NC,27529-2591,(919) 661-2448,1998/01/07 05:00:00+00,Restaurant,2592,-78.63762924,35.71713143,M,
3455320,04092011381,McDonald's #7618,1567 Us 70 Hwy E,,GARNER,NC,27529,(919) 772-9496,1993/09/01 04:00:00+00,Restaurant,2540,-78.64954739,35.72471935,M,
3455321,04092020818,Han-Dee Hugo's #60,2581 GORMAN ST ,,RALEIGH,NC,27606-4673,(919) 859-5272,1997/11/04 05:00:00+00,Food Stand,2593,-78.69957155,35.75688501,M,
3455322,04092012149,New Panda Chinese Restaurant,2660 TIMBER DR ,,GARNER,NC,27529-2571,(919) 661-8393,1997/10/27 04:00:00+00,Restaurant,2595,-78.63679232,35.71605085,M,
3455323,04092011235,Olive Garden,4805 Capital Blvd,,RALEIGH,NC,27616-4483,(919) 954-8557,1993/03/09 05:00:00+00,Restaurant,2622,-78.58155933,35.85089099,M,
3455324,04092011108,Margauxs,8111 CREEDMOOR RD ,,RALEIGH,NC,27613-4389,(919) 846-9846,1993/03/18 04:00:00+00,Restaurant,2639,-78.68248846,35.8985009,M,
3455325,04092011279,Ole Time Barbecue,6309 Hillsborough ST ,,RALEIGH,NC,27606-1148,(919) 859-2544,1993/05/11 04:00:00+00,Restaurant,2689,-78.73876969,35.78733184,M,
3455326,04092011314,Revenue Bldg. Cafeteria,305 N Wilmington St ,,RALEIGH,NC,27601,,1993/07/15 04:00:00+00,Restaurant,2731,-78.63784764,35.7765961,M,
3455327,04092300027,Sam's Club #8223 Meat Market,2537 S SAUNDERS ST ,,RALEIGH,NC,27603-2843,(919) 839-1700,1992/08/06 04:00:00+00,Meat Market,2747,-78.64662048,35.75036893,M,
3455328,04092011321,AMF South Hills Snack Bar,301 NOTTINGHAM DR,,CARY,NC,27511-4947,(919) 467-2411,1993/07/30 04:00:00+00,Restaurant,2739,-78.74288286,35.76719977,M,
3455329,04092020555,Fast Food Mart,2285 New Hope Church Rd,,RALEIGH,NC,27604-1662,(919) 876-1666,1993/08/25 04:00:00+00,Food Stand,2755,-78.59952548,35.83532824,M,
3455330,04092011334,Chick-fil-A,6612 GLENWOOD AVE ,,RALEIGH,NC,27612-7128,(919) 571-8480,1993/08/25 04:00:00+00,Restaurant,2760,-78.70866037,35.86104241,M,
3455331,04092011339,AMF Snack Bar and Lounge,5501 COMMERCIAL AVE ,,RALEIGH,NC,27612-7002,,1993/09/01 04:00:00+00,Restaurant,2773,-78.7093492,35.85721598,M,
3455332,04092110094,Leesville High School Cafeteria,8409 Leesville Rd ,,RALEIGH,NC,27613,(919) 870-4250 ext. 24541,1993/08/31 04:00:00+00,Public School Lunchrooms,2766,-78.7177671,35.88906857,M,
3455333,04092011394,McDonald's # 13334,6213 FALLS OF NEUSE RD ,,RALEIGH,NC,27609-3505,(919) 878-0085,1993/11/29 05:00:00+00,Restaurant,2820,-78.62123397,35.86745099,M,
3455334,04092011399,Bojangles,1209 Laura Village  RD ,,APEX,NC,27523-7140,(919) 362-1416,1993/12/02 05:00:00+00,Restaurant,2825,-78.83682643,35.74886593,M,
3455335,04092110112,Lufkin Middle School Cafeteria,1002 LUFKIN RD ,,APEX,NC,27539-8160,(919) 363-1090,1998/09/14 04:00:00+00,Public School Lunchrooms,2853,-78.83012867,35.71966035,M,
3455336,04092050015,Cary Academy Cafeteria,1500 N HARRISON AVE ,,CARY,NC,27513-5549,(919) 228-4696,1997/09/15 04:00:00+00,Private School Lunchrooms,2857,-78.76821234,35.81996575,M,
3455337,04092020878,Han-Dee Hugo's #62,10550 DURANT RD ,,RALEIGH,NC,27614-9478,(919) 518-2474,1999/05/21 04:00:00+00,Food Stand,2876,-78.59030598,35.90565372,M,
3455338,04092020898,Bayleaf Convenience,10701 SIX FORKS RD,,RALEIGH,NC,27614-9570,(919) 847-7075,1999/08/24 04:00:00+00,Food Stand,2892,-78.64904754,35.92875006,M,
3455339,04092020904,Variety Pickup Food Stand-Hwy 97,2727 Nc 97 Hwy ,,WENDELL,NC,27591,(919) 365-7419,1999/09/28 04:00:00+00,Food Stand,2898,-78.3809568,35.81488932,M,
3455340,04092050011,Ravenscroft School Dining,7409 FALLS OF NEUSE RD,,RALEIGH,NC,27615-5316,(919) 847-0900 ext. 2237,1993/11/10 05:00:00+00,Private School Lunchrooms,2814,-78.63135139,35.88451365,M,
3455341,04092020789,Domino's Pizza,4237-103 Louisburg RD ,,RALEIGH,NC,27604-4348,(919) 872-7222,1997/08/01 04:00:00+00,Food Stand,2933,-78.57804916,35.84169182,M,
3455342,04092020868,Circle K #8610,4713 NEW BERN AVE ,,RALEIGH,NC,27610-1437,(919) 212-0101,1999/03/04 05:00:00+00,Food Stand,2945,-78.55690767,35.7984835,M,
3455343,04092020869,Domino's Pizza # 7487,1121 -104 Falls River Ave ,,RALEIGH,NC,27614,(919) 870-1155,1999/03/29 04:00:00+00,Food Stand,2940,-78.58941115,35.90603231,M,
3455344,04092020870,Papa John's Pizza,9611 Strickland Rd ,,RALEIGH,NC,27615,(919) 676-7272,1999/04/07 04:00:00+00,Food Stand,2946,-78.65616237,35.90109299,M,
3455345,04092012029,Wake Technical Community College Rest.,9101 FAYETTEVILLE RD,,RALEIGH,NC,27603-5655,(919) 866-5990,1997/04/02 04:00:00+00,Restaurant,2958,-78.70387364,35.6508562,M,
3455346,04092012065,Mayflower Seafood Restaurant,3301 Capital BLVD ,,RALEIGH,NC,27604-3339,(919) 875-9007,1997/04/30 04:00:00+00,Restaurant,2977,-78.58813766,35.82461108,M,
3455347,04092012037,Woody's Sports Tavern & Grill,8322 CHAPEL HILL RD,,CARY,NC,27513-4051,(919) 380-7737,1997/03/24 04:00:00+00,Restaurant,2972,-78.77617019,35.79224525,M,
3455348,04092012051,La Rancherita,102 N SALEM ST ,,APEX,NC,27502-1428,(919) 303-2448,1997/05/06 04:00:00+00,Restaurant,2982,-78.85126634,35.73076686,M,
3455349,04092012980,The Sports Page Bar & Grill,835 N SMITHFIELD RD ,,KNIGHTDALE,NC,27545-7717,(919) 266-3130,1999/07/20 04:00:00+00,Restaurant,2994,-78.48796386,35.7957655,M,
3455350,04092012990,Great Wok,2823 WENDELL BLVD ,,WENDELL,NC,27591-6904,(919) 365-6988,1999/07/29 04:00:00+00,Restaurant,3002,-78.38037272,35.79568491,M,
3455351,04092012996,Glenaire Dining Services,4000 Glenaire Circle ,,CARY,NC,27511-3802,(919) 460-8095,1999/08/19 04:00:00+00,Restaurant,3008,-78.78516043,35.77627942,M,
3455352,04092013006,Bojangles,2620 Atlantic Ave,,RALEIGH,NC,27604-1502,(919) 546-9701,1999/09/08 04:00:00+00,Restaurant,3017,-78.61499807,35.81837341,M,
3455353,04092110152,East Cary Middle Sch. Cafeteria,1111 SE Maynard RD,,CARY,NC,27511,(919) 466-4377 ext. 27308,2004/08/09 04:00:00+00,Public School Lunchrooms,3023,-78.76566345,35.78081492,M,
3455354,04092014126,Ruth's Chris Steakhouse,2010 Rennaisance Park PL ,,CARY,NC,27513,(919) 677-0033,2004/08/17 04:00:00+00,Restaurant,3027,-78.77115668,35.82699559,M,
3455355,04092014123,New Wangs Kitchen,712 Laura Duncan RD ,,APEX,NC,27502,(919) 363-8030,2004/08/27 04:00:00+00,Restaurant,3030,-78.84201291,35.73510393,M,
3455356,04092011426,"Atrium Cafe, The","500 SAS Campus Dr,  Bldg R ",Building R,CARY,NC,27513,(919) 531-9380,1994/01/28 05:00:00+00,Restaurant,3051,-78.75797286,35.82399708,M,
3455357,04092011463,Philly Steak And Subs,4701 ATLANTIC AVE,,RALEIGH,NC,27604-8108,(919) 878-5748,1994/03/18 04:00:00+00,Restaurant,3103,-78.60292756,35.84801798,M,
3455358,04092110095,MT. VERNON SCHOOL CAFETERIA,5418 CHAPEL HILL RD ,,RALEIGH,NC,27607-5139,(919) 233-4313 ext. 27071,1994/01/31 05:00:00+00,Public School Lunchrooms,3054,-78.71947328,35.7909241,M,
3455359,04092011465,Burger King #223,349 TRYON RD ,,RALEIGH,NC,27603-3529,(919) 772-5255,1994/03/22 04:00:00+00,Restaurant,3105,-78.6504203,35.73082051,M,
3455360,04092020848,Domino's,9825-E Chapel Hill Road ,,MORRISVILLE,NC,27560,(919) 319-7000,1998/09/17 04:00:00+00,Food Stand,3131,-78.817267,35.81105542,M,
3455361,04092012848,Taco Bell #020165,2101 WALNUT ST,,CARY,NC,27511-9207,(919) 852-0680,1998/12/15 05:00:00+00,Restaurant,3143,-78.74089719,35.75662477,M,
3455362,04092020610,Harris Teeter #26 Produce ,7400 CREEDMOOR RD,,RALEIGH,NC,27613-1639,(919) 848-1464,1994/05/25 04:00:00+00,Food Stand,3178,-78.67810638,35.88786089,M,
3455363,04092020612,Harris Teeter #26 Deli,7400 CREEDMOOR RD,,RALEIGH,NC,27613-1639,(919) 848-1464,1994/05/24 04:00:00+00,Food Stand,3179,-78.67810638,35.88786089,M,
3455364,04092011771,Barnes And Noble,760 SE Maynard Road ,,CARY,NC,27511,(919) 467-3866,1995/11/20 05:00:00+00,Restaurant,3219,-78.76213036,35.76996067,M,
3455365,04092011497,Barnes And Noble Cafe,4325 GLENWOOD AVE,,RALEIGH,NC,27612-4532,(919) 782-0030,1994/06/03 04:00:00+00,Restaurant,3182,-78.67900996,35.83931725,M,
3455366,04092300060,Harris Teeter #69 Meat Market,3201-123 EDWARDS MILL RD,,RALEIGH,NC,27612-5385,(919) 781-8776,1991/08/26 04:00:00+00,Meat Market,3248,-78.70695545,35.82544758,M,
3455367,04092300067,Pauls Cash Grocery Meat Market,7301 POOLE RD ,,RALEIGH,NC,27610-9366,(919) 266-2624,1991/08/26 04:00:00+00,Meat Market,3255,-78.51574535,35.75588542,M,
3455368,04092012057,Waraji Japanese Restaurant,5910 DURALEIGH RD ,Ste 147,RALEIGH,NC,27612-2580,(919) 783-1883,1997/06/09 04:00:00+00,Restaurant,3288,-78.71199827,35.85872108,M,
3455369,04092012063,Whole Foods Market Cafe,3540 WADE AVE ,,RALEIGH,NC,27607-4048,(919) 828-5805,1997/06/19 04:00:00+00,Restaurant,3289,-78.68557988,35.80211883,M,
3455370,04092300113,Whole Foods Market Meat Market,3540 WADE AVE ,,RALEIGH,NC,27607-4048,(919) 828-5805,1997/06/19 04:00:00+00,Meat Market,3290,-78.68557988,35.80211883,M,
3455371,04092012855,Buffaloe Lanes - Cary,151 HIGH HOUSE RD ,,CARY,NC,27511-6715,(919) 468-8684,1998/12/31 05:00:00+00,Restaurant,3333,-78.79635109,35.78232843,M,
3455372,04092012102,CARRABBA'S ITALIAN GRILL #3420,4821 CAPITAL BLVD ,,RALEIGH,NC,27616-4483,(919) 871-0001,1997/08/18 04:00:00+00,Restaurant,3338,-78.58143557,35.85253808,M,
3455373,04092011770,Baja Burrito,2109 AVENT FERRY RD ,Suite 108,RALEIGH,NC,27606-2198,(919) 834-3431,1995/11/07 05:00:00+00,Restaurant,3231,-78.67605304,35.77835842,M,
3455374,04092012219,Thai Villa Restaurant,1319 BUCK JONES RD ,,RALEIGH,NC,27606-3328,(919) 462-9010,1998/04/13 04:00:00+00,Restaurant,3350,-78.74230845,35.76485926,M,
3455375,04092014152,Starbucks #2970,10760 Wakefield Commons DR ,Ste 109,RALEIGH,NC,27614,(919) 453-1010,2004/10/08 04:00:00+00,Restaurant,3364,-78.54088691,35.94279822,M,
3455376,04092014155,Subway #30454,7850-100 Alexander Promenade PL ,,RALEIGH,NC,27617,(919) 608-0919,2004/10/12 04:00:00+00,Restaurant,3373,-78.77695584,35.91424048,M,
3455377,04092013632,River Ridge Golf Club,3224 Auburn-Knightdale Rd RD ,,RALEIGH,NC,27610,(919) 661-8374,2002/07/11 04:00:00+00,Restaurant,3397,-78.52542834,35.72829959,M,
3455378,04092014165,Super Target #1932 Food Avenue,1201 Beaver Creek Commons DR ,,APEX,NC,27502,(919) 372-1405,2004/10/05 04:00:00+00,Restaurant,3396,-78.87777608,35.7448776,M,
3455379,04092013454,Torero's Restaurant,4721 Atlantic Ave,# 101,RALEIGH,NC,27604,(919) 873-9116,2001/11/20 05:00:00+00,Restaurant,3415,-78.60292756,35.84801798,M,
3455380,04092013453,Goji Bistro,100 Maynard Crossing Ct,,CARY,NC,27513,(919) 466-8888,2001/12/03 05:00:00+00,Restaurant,3413,-78.81059501,35.78672834,M,
3455381,04092013458,McDonald's,10100 LEESVILLE RD ,,RALEIGH,NC,27613-7541,(919) 841-9282,2001/11/21 05:00:00+00,Restaurant,3421,-78.72754236,35.90928307,M,
3455382,04092013465,No Fo At The Pig,2014 FAIRVIEW RD ,,RALEIGH,NC,27608-2316,(919) 821-1240,2001/12/11 05:00:00+00,Restaurant,3431,-78.64689671,35.80508875,M,
3455383,04092013479,Subway,160 Wakelon St ,,ZEBULON,NC,27597,(919) 269-9293,2001/12/04 05:00:00+00,Restaurant,3437,-78.31858232,35.83228581,M,
3455384,04092013475,Bojangles # 29,12109 Cloverleaf Dr,,WAKE FOREST,NC,27587-6516,(919) 554-2243,2001/12/14 05:00:00+00,Restaurant,3435,-78.54093275,35.97689004,M,
3455385,04092021107,PNC SUITES KITCHEN (THE CHAMPION CLUB),1400 EDWARDS MILL RD ,,RALEIGH,NC,27607-3624,(919) 861-2300 ext. 5,2001/12/14 05:00:00+00,Food Stand,3450,-78.72293853,35.80324451,M,
3455386,04092013481,McDonald's #26522,5016-101 Spring Forest Rd,,RALEIGH,NC,27616,(919) 954-8880,2001/12/20 05:00:00+00,Restaurant,3438,-78.55660033,35.85547149,M,
3455387,04092013487,Starbucks,3023-101 Capital ,,RALEIGH,NC,27604,(919) 875-8760,2002/01/11 05:00:00+00,Restaurant,3458,-78.59178165,35.82154066,M,
3455388,04092013482,The Piper's Tavern,8304 FALLS OF NEUSE RD ,,RALEIGH,NC,27615-3416,(919) 676-7413,2002/01/02 05:00:00+00,Restaurant,3454,-78.61981672,35.89456664,M,
3455389,04092013499,Mellow Mushroom,601 W PEACE ST ,,RALEIGH,NC,27605-1519,(919) 832-3499,2002/01/28 05:00:00+00,Restaurant,3469,-78.64756772,35.78826809,M,
3455390,04092013500,Lucky 32,7307 TRYON RD ,,CARY,NC,27511-6603,(919) 233-1632,2002/01/24 05:00:00+00,Restaurant,3470,-78.78538501,35.73640194,M,
3455391,04092021108,Lowes Foods #184 Meat/Seafood,5400 Apex Peakway ,,APEX,NC,27502,(919) 363-5376,2002/01/08 05:00:00+00,Food Stand,3479,-78.86537408,35.73684286,M,
3455392,04092013496,Starbucks #8495,9630-101 FALLS OF NEUSE RD,,RALEIGH,NC,27615-2472,(919) 847-1363,2002/01/14 05:00:00+00,Restaurant,3476,-78.60015315,35.90523097,M,
3455393,04092013502,Lowes Foods #184 (Deli),5400 Apex Peakway ,,APEX,NC,27502,(919) 363-5376,2002/01/08 05:00:00+00,Restaurant,3480,-78.86537408,35.73684286,M,
3455394,04092021109,Lowes Foods #184 Produce,5400 Apex Peakway ,,APEX,NC,27502,(919) 363-5376,2002/01/08 05:00:00+00,Food Stand,3481,-78.86537408,35.73684286,M,
3455395,04092013504,Serendipity Gourmet Deli,118 S ACADEMY ST,,CARY,NC,27511-3302,(919) 469-1655,2002/01/24 05:00:00+00,Restaurant,3487,-78.78150925,35.78674709,M,
3455396,04092013513,Mitchells Catering,1732 Capital BLVD ,,RALEIGH,NC,27604-1362,(919) 847-0135,2002/01/24 05:00:00+00,Restaurant,3504,-78.61947006,35.80200175,M,
3455397,04092013505,Subway,2444 SW CARY PKY ,,CARY,NC,27513,(919) 467-3898,2002/01/25 05:00:00+00,Restaurant,3489,-78.82085568,35.76364284,M,
3455398,04092013519,Los Tres Magueyes,411-J S Main St ,,ROLESVILLE,NC,27571,(919) 562-1669,2002/02/02 05:00:00+00,Restaurant,3513,-78.46548935,35.91784089,M,
3455399,04092013541,China One,661 CARY TOWNE BLVD,,CARY,NC,27511-4219,(919) 461-0088,2002/02/28 05:00:00+00,Restaurant,3546,-78.76677184,35.77674902,M,
3455400,04092013542,Chick-fil-A,11730 Retail Dr,,WAKE FOREST,NC,27587-7349,(919) 562-9004,2002/03/15 04:00:00+00,Restaurant,3547,-78.5427515,35.96706288,M,
3455401,04092013543,Carolina Ale House,2240 WALNUT ST ,,CARY,NC,27518,(919) 854-9444,2002/03/01 05:00:00+00,Restaurant,3548,-78.74239169,35.75496793,M,
3455402,04092021112,WalMart Deli,1051 E BROAD ST ,,FUQUAY VARINA,NC,27526-1799,(919) 567-2350,2002/03/19 04:00:00+00,Food Stand,3559,-78.78150211,35.59449788,M,
3455403,04092013546,Mojoe's Burger Joint,620 GLENWOOD AVE,,RALEIGH,NC,27603-1224,(919) 832-6799,2002/03/27 04:00:00+00,Restaurant,3569,-78.64692472,35.78849409,M,
3455404,04092013568,Bob Evan's #427,8001 BRIER CREEK Pky,,RALEIGH,NC,27617-7596,(919) 806-3396,2002/04/17 04:00:00+00,Restaurant,3600,-78.7816286,35.91092781,M,
3455405,04092013574,Taco Bell #1872,6404 GLENWOOD AVE ,,RALEIGH,NC,27612-2620,(919) 787-9805,2002/05/10 04:00:00+00,Restaurant,3620,-78.70522396,35.85868508,M,
3455406,04092013590,Maximillian's Grille And Wine Bar,8314 CHAPEL HILL RD ,,CARY,NC,27513-4051,(919) 465-2455,2002/04/29 04:00:00+00,Restaurant,3653,-78.77617019,35.79224525,M,
3455407,04092013600,Neomonde Bakery & Deli,10235 CHAPEL HILL RD,#300,MORRISVILLE,NC,27560-6610,(919) 466-8100,2002/06/13 04:00:00+00,Restaurant,3672,-78.82787824,35.83012817,M,
